zip,owner_utility,cca,notes,source
93066,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93066,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93067,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93067,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93101,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93101,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93101,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93102,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93102,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93103,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93103,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93105,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93105,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93105,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93106,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93106,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93107,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93108,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93108,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93109,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93109,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93110,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93110,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93110,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93111,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93111,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93111,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93116,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93116,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93117,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93117,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93117,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93130,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93140,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93199,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93199,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93201,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93201,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93202,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93202,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93203,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93203,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93204,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93204,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93205,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93205,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93206,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93206,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93207,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93207,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93208,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93208,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93210,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93210,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93212,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93212,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93212,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93214,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93215,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93215,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93216,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93218,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93218,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93219,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93219,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93219,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93220,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93220,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93221,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93221,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93222,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93222,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93223,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93223,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93224,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93224,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93225,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93225,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93226,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93226,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93227,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93227,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93230,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93230,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93230,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93231,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93232,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93232,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93232,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93234,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93234,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93235,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93235,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93236,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93237,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93237,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93238,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93238,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93239,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93239,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93240,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93240,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93241,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93241,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93242,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93242,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93243,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93243,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93244,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93244,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93245,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93245,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93245,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93246,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93246,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93247,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93247,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93249,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93249,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93250,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93250,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93250,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93251,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93251,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93252,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93252,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93252,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93254,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93254,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93255,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93255,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93256,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93256,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93256,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93257,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93257,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93258,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93258,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93260,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93260,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93261,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93261,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93262,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93262,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93263,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93263,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93265,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93265,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93265,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93266,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93266,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93267,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93267,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93268,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93268,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93270,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93270,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93271,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93271,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93272,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93272,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93272,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93274,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93274,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93274,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93275,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93275,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93276,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93276,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93276,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93277,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93277,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93277,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93278,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93278,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93279,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93279,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93279,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93280,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93280,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93280,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93282,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93282,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93283,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93283,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93284,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93285,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93285,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93286,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93286,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93286,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93287,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93287,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93291,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93291,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93291,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93292,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93292,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93292,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93301,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93301,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93301,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93302,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93302,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93303,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93303,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93304,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93304,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93305,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93305,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93306,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93306,SCE,none,partial overlaps likely,CPUC SCE ZIP list + TECH SCE ZIP list
93306,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93307,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
